model,task,story_id,repetition,accuracy
deepseek7b,implicature,swmimp179,3,0.0
deepseek7b,implicature,swmimp180,1,0.0
deepseek7b,implicature,swmimp180,2,0.0
deepseek7b,implicature,swmimp180,3,0.0
deepseek7b,implicature,swmimp181,1,0.0
deepseek7b,implicature,swmimp181,2,0.0
deepseek7b,implicature,swmimp181,3,0.0
deepseek7b,implicature,swmimp182,1,0.0
deepseek7b,implicature,swmimp182,2,0.0
deepseek7b,implicature,swmimp182,3,0.0
deepseek7b,implicature,swmimp183,1,0.0
deepseek7b,implicature,swmimp183,2,0.0
deepseek7b,implicature,swmimp183,3,0.0
deepseek7b,implicature,swmimp184,1,0.0
deepseek7b,implicature,swmimp184,2,0.0
deepseek7b,implicature,swmimp184,3,0.0
deepseek7b,implicature,swmimp185,1,0.0
deepseek7b,implicature,swmimp185,2,0.0
deepseek7b,implicature,swmimp185,3,0.0
deepseek7b,implicature,swmimp186,1,0.0
deepseek7b,implicature,swmimp186,2,0.0
deepseek7b,implicature,swmimp186,3,0.0
deepseek7b,implicature,swmimp187,1,0.0
deepseek7b,implicature,swmimp187,2,0.0
deepseek7b,implicature,swmimp187,3,0.0
deepseek7b,implicature,swmimp188,1,0.0
deepseek7b,implicature,swmimp188,2,1.0
deepseek7b,implicature,swmimp188,3,0.0
deepseek7b,implicature,swmimp189,1,0.0
deepseek7b,implicature,swmimp189,2,0.0
deepseek7b,implicature,swmimp189,3,0.0
deepseek7b,implicature,swmimp190,1,1.0
deepseek7b,implicature,swmimp190,2,0.0
deepseek7b,implicature,swmimp190,3,1.0
deepseek7b,implicature,swmimp191,1,0.0
deepseek7b,implicature,swmimp191,2,0.0
deepseek7b,implicature,swmimp191,3,0.0
deepseek7b,implicature,swmimp192,1,0.0
deepseek7b,implicature,swmimp192,2,0.0
deepseek7b,implicature,swmimp192,3,0.0
deepseek7b,implicature,swmimp193,1,0.0
deepseek7b,implicature,swmimp193,2,0.0
deepseek7b,implicature,swmimp193,3,0.0
deepseek7b,implicature,swmimp194,1,0.0
deepseek7b,implicature,swmimp194,2,0.0
deepseek7b,implicature,swmimp194,3,0.0
deepseek7b,implicature,swmimp195,1,0.0
deepseek7b,implicature,swmimp195,2,0.0
deepseek7b,implicature,swmimp195,3,0.0
deepseek7b,implicature,swmimp196,1,0.0
deepseek7b,implicature,swmimp196,2,0.0
deepseek7b,implicature,swmimp196,3,0.0
deepseek7b,implicature,swmimp197,1,0.0
deepseek7b,implicature,swmimp197,2,0.0
deepseek7b,implicature,swmimp197,3,0.0
deepseek7b,implicature,swmimp198,1,0.0
deepseek7b,implicature,swmimp198,2,0.0
deepseek7b,implicature,swmimp198,3,0.0
deepseek7b,implicature,swmimp199,1,1.0
deepseek7b,implicature,swmimp199,2,0.0
deepseek7b,implicature,swmimp199,3,0.0
deepseek7b,implicature,swmimp200,1,0.0
deepseek7b,implicature,swmimp200,2,0.0
deepseek7b,implicature,swmimp200,3,0.0
deepseek32b,implicature,swmimp198,2,0.0
deepseek32b,implicature,swmimp195,3,0.0
deepseek32b,implicature,swmimp199,3,1.0
deepseek32b,implicature,swmimp198,3,0.0
deepseek32b,implicature,swmimp200,2,0.0
deepseek32b,implicature,swmimp200,1,0.0
deepseek32b,implicature,swmimp200,3,0.0
